time_s,current_A,voltage_V,soc,temp_surface_C,temp_core_C,temp_ambient_C,heat_generation_W,power_W
0.0,-1.2,4.001352400000004,1.0,25.0,25.0,0.0,0.0016228800000000377,-4.8016228800000045
1.0,-1.2,4.001688444981679,0.9998888888888888,24.890353437749184,24.999453132179042,0.0,0.002159467311344443,-4.802026133978014
2.0,-1.2,4.002020208572481,0.9997777777777778,24.78356657788555,24.997734645389016,0.0,0.0026909169536402542,-4.802424250286977
3.0,-1.2,4.002347732706248,0.9996666666666667,24.679539322932897,24.994888189691494,0.0,0.0032172792474938205,-4.802817279247497
4.0,-1.2,4.002671058742481,0.9995555555555555,24.57817536780931,24.99095575822207,0.0,0.0037386038243070628,-4.803205270490977
5.0,-1.2,4.002990227632322,0.9994444444444445,24.479381456635622,24.98597800891855,0.0,0.004254939825449888,-4.803588273158787
6.0,-1.2,4.003305279945163,0.9993333333333333,24.383067382735135,24.97999426452094,0.0,0.004766335934191978,-4.803966335934196
7.0,-1.2,4.0036162558686375,0.9992222222222222,24.289145988633777,24.97304251257151,0.0,0.005272840375694798,-4.804339507042365
8.0,-1.2,4.00392319520863,0.9991111111111111,24.197533166059998,24.965159405414738,0.0,0.005774500917019054,-4.8047078342503555
9.0,-1.2,4.00422613738927,0.999,24.108147821615148,24.956380274914864,0.0,0.006271364867119899,-4.805071364867124
10.0,-1.2,4.004525121452933,0.9988888888888889,24.020910890709445,24.946739551400356,0.0,0.0067634790768490655,-4.80543014574352
11.0,-1.2,4.004820186060242,0.9987777777777778,23.935747959781963,24.936269633976963,0.0,0.007250889938953797,-4.8057842232722905
12.0,-1.2,4.00511136949007,0.9986666666666667,23.85258777427606,24.925001541412144,0.0,0.0077336433880800465,-4.806133643388084
13.0,-1.2,4.005398709639529,0.9985555555555555,23.7713611553815,24.912965378673107,0.0,0.008211784900764485,-4.806478451567434
14.0,-1.2,4.005682244023984,0.9984444444444445,23.69200100003428,24.900190336926983,0.0,0.008685359495444089,-4.806818692828781
15.0,-1.2,4.005962009777045,0.9983333333333333,23.614442280916876,24.886704693540594,0.0,0.009154411732450284,-4.807154411732454
16.0,-1.2,4.006237678585838,0.9982223686259722,23.538622046457874,24.872535812080514,0.0,0.009618371951835058,-4.807485214303005
17.0,-1.2,4.006508986281631,0.9981116734892255,23.464479420832333,24.857710142313294,0.0,0.010076775350882626,-4.807810783537957
18.0,-1.2,4.006776158724234,0.9980011755694337,23.391955603961605,24.842253220205066,0.0,0.010529979785756894,-4.808131390469081
19.0,-1.2,4.007039407209838,0.9978908077377625,23.320993871513338,24.826189667921938,0.0,0.0109783193664871,-4.808447288651806
20.0,-1.2,4.00729892771835,0.9977805083907768,23.25153955056004,24.809543205362672,0.0,0.011422103193083899,-4.808758713262019
21.0,-1.2,4.007554900913402,0.9976702214504409,23.183540031088057,24.79233667279226,0.0,0.011861615355550014,-4.809065881096083
22.0,-1.2,4.007807492142346,0.9975598963641187,23.116945860995372,24.77459154457665,0.0,0.012297114933869046,-4.809368990570815
23.0,-1.2,4.008056851436257,0.9974494881045732,23.05170933475779,24.75632853048569,0.0,0.012728835998017196,-4.809668221723508
24.0,-1.2,4.008303113509929,0.9973389571699676,22.98778411908586,24.73756774274665,0.0,0.013156987607949944,-4.809963736211915
25.0,-1.2,4.0085463977618785,0.9972282695838637,22.925125252924374,24.718328696043955,0.0,0.013581753813613772,-4.810255677314254
26.0,-1.2,4.008786808274343,0.9971173968952234,22.863689147452646,24.69863030751941,0.0,0.014003293654940307,-4.810544169929211
27.0,-1.2,4.009024433813284,0.9970063161784076,22.803433586084623,24.67849089677202,0.0,0.014421741161847912,-4.810829320575941
28.0,-1.2,4.009259347828381,0.9968950100331772,22.744317724468544,24.65792818585811,0.0,0.014837205354241156,-4.811111217394058
29.0,-1.2,4.009491608453036,0.996783466584692,22.68630209048723,24.636959299291277,0.0,0.01524977024200922,-4.811389930143643
30.0,-1.2,4.009721258504375,0.9966716794835115,22.62934858425791,24.615600764042313,0.0,0.01565949482503228,-4.81166551020525
31.0,-1.2,4.00994832548324,0.9965596479055949,22.57342047813239,24.59386850953939,0.0,0.016066413093170338,-4.811937990579888
32.0,-1.2,4.010172821574199,0.9964473765523004,22.518482281569277,24.57177791784096,0.0,0.016470534026274384,-4.812207385889038
33.0,-1.2,4.01039474364554,0.9963348756503861,22.464500479411413,24.549343500002124,0.0,0.016871841594180557,-4.812473692374647
34.0,-1.2,4.010614073249272,0.9962221609520092,22.411443316540613,24.526579005548342,0.0,0.017270294756711733,-4.812736887899126
35.0,-1.2,4.010830776621127,0.9961092537347267,22.35927992411763,24.503497789929156,0.0,0.017665827463676464,-4.812996931945352
36.0,-1.2,4.011044804680556,0.9959961808014947,22.307980311489928,24.480112817833458,0.0,0.01805834865487004,-4.813253765616667
37.0,-1.2,4.011256093030734,0.995882974480669,22.257515366191512,24.456436663189606,0.0,0.01844774226007395,-4.81350731163688
38.0,-1.2,4.0114645619585545,0.9957696726260048,22.207856853942815,24.432481509165257,0.0,0.018833867199055908,-4.813757474350266
39.0,-1.2,4.011670116434635,0.9956563186166568,22.158977418650977,24.408259148167303,0.0,0.01921655738156982,-4.814004139721562
40.0,-1.2,4.011872646113313,0.9955429613571792,22.110850582409512,24.383780981842165,0.0,0.019595621707357402,-4.814247175335976
41.0,-1.2,4.012072025332649,0.9954296552775255,22.063450745498642,24.359058021075498,0.0,0.01997084406614391,-4.814486430399178
42.0,-1.2,4.0122681131144216,0.9953164603330488,22.016753186385074,24.334100885992257,0.0,0.020341983337643477,-4.814721735737305
43.0,-1.2,4.0124607531641345,0.9952034420045015,21.970734061722055,24.308919805956975,0.0,0.020708773391555902,-4.814952903796962
44.0,-1.2,4.012649773871011,0.9950906712980357,21.925370316792623,24.2835243889009,0.0,0.021070923087567195,-4.815179728645213
45.0,-1.2,4.012834988307997,0.9949782247452029,21.880640000017934,24.257923476946587,0.0,0.02142811627534904,-4.815401985969596
46.0,-1.2,4.013016194231758,0.9948661844029539,21.836522752101303,24.232126532702864,0.0,0.02178001179456146,-4.815619433078109
47.0,-1.2,4.013193174082683,0.994754637853639,21.792998789104843,24.206142426310407,0.0,0.02212624347484855,-4.815831808899219
48.0,-1.2,4.013365694984878,0.9946436782050083,21.750048833808705,24.179979321787528,0.0,0.02246642013584008,-4.816038833981853
49.0,-1.2,4.013533508746178,0.9945334040902108,21.707654115711193,24.153644677030513,0.0,0.02280012558715736,-4.816240210495414
50.0,-1.2,4.013696351858133,0.9944239196677954,21.665796371028875,24.127145243813516,0.0,0.023126918628401504,-4.8164356222297595
51.0,-1.1956402551635084,4.013849032063586,0.9943153346217102,21.6244578426963,24.100487067788606,0.0,0.02335527499368747,-4.799119480884307
52.0,-1.186989521270982,4.013991332709297,0.994207764161303,21.5836212803664,24.073675488485662,0.0,0.023482888559811774,-4.76456565039848
53.0,-1.1741842255636037,4.014123098091483,0.9941013290213209,21.543269940410084,24.046715139312425,0.0,0.02350924541005791,-4.713320021249522
54.0,-1.1574263152041921,4.014244231031034,0.9939961554619104,21.503387585916585,24.019609947554727,0.0,0.02343565549594298,-4.646191908651936
55.0,-1.1369800724498051,4.014354689284213,0.9938923752686178,21.463958486693116,23.992363134375978,0.0,0.023265243271938404,-4.56424128546158
56.0,-1.1131679467626734,4.014454480845444,0.9937901257523885,21.424967419265272,23.964977214817623,0.0,0.02300289773010833,-4.468762051814937
57.0,-1.0863654695895568,4.014543658216272,0.9936895497495672,21.38639964094483,23.937453920082476,0.0,0.022655183337300506,-4.361261606445898
58.0,-1.0569953320064995,4.014622311730863,0.9935907956218988,21.348240883971243,23.909795276138198,0.0,0.02223021435219096,-4.2434370432686634
59.0,-1.025520718628056,4.014688081175645,0.9934949342854571,21.31047782037774,23.882006558011938,0.0,0.02173401122881262,-4.117145806074739
60.0,-0.9924380029092269,4.014739121925344,0.9934029009236515,21.27309759924293,23.854093718081742,0.0,0.021174876560546767,-3.9843796763651316
61.0,-0.9626286638760464,4.014782738808873,0.9933140985287958,21.23608775994296,23.826062972731734,0.0,0.020666328508043,-3.8647449436121994
62.0,-0.9365628126123035,4.014821200309025,0.9932279500252786,21.199436232151356,23.79792080235245,0.0,0.020223435219184006,-3.7601322354969247
63.0,-0.9146515231634123,4.014856620501013,0.9931439067426329,21.16313133583924,23.76967395134045,0.0,0.019859566711110926,-3.6721947232239613
64.0,-0.8972403496531516,4.014890951746244,0.9930614484155357,21.12716178127488,23.741329428098652,0.0,0.019586311201196784,-3.6023221613640746
65.0,-0.8846038766887092,4.014925978550642,0.9929800831838085,21.09151666902426,23.71289450503616,0.0,0.019413424118903486,-3.5516190852441074
66.0,-0.8769413889973976,4.014963312684315,0.9928993475924167,21.05618548995062,23.684376718568387,0.0,0.019348804194476505,-3.5208875041989756
67.0,-0.8743737285874568,4.015004389639583,0.9928188065914705,21.02115812521481,23.655783869116874,0.0,0.019398490970662347,-3.5106143584641685
68.0,-0.8769413889973976,4.015050466483192,0.9927380535362235,20.986424846274872,23.627124021109466,0.0,0.019566678401595743,-3.52096393297242
69.0,-0.8846038766887092,4.015102621136611,0.9926567101870742,20.951976314886565,23.5984055029802,0.0,0.01985573984176719,-3.551775343960444
70.0,-0.8972403496531516,4.015161753095731,0.9925744267095652,20.917803583102852,23.56963690716941,0.0,0.020266260624450458,-3.6025651352615746
71.0,-0.9146515231634123,4.01522858557866,0.992490881674383,20.883898085254316,23.54082709746268,0.0,0.020797075509282666,-3.6725349416487947
72.0,-0.9385623203916426,4.0153059225129555,0.9924057820573587,20.850251562940684,23.511985197681497,0.0,0.021493208963296588,-3.7686148437160645
73.0,-0.9686135285484566,4.015394131132106,0.9923188632394674,20.81685698522466,23.483119099432713,0.0,0.022351016655686666,-3.889365077868633
74.0,-1.0043668495597617,4.015493401667635,0.9922298890068285,20.783707810395413,23.454235626792013,0.0,0.02336510092082541,-4.033028457260934
75.0,-1.0453115689177401,4.015603754864901,0.9921386515507057,20.750797645932607,23.425340814571427,0.0,0.02452834396017507,-4.197557061149798
76.0,-1.0865125021395352,4.015720137218752,0.9920449714675067,20.71812024850601,23.396439908319167,0.0,0.02572336357895061,-4.363130134181664
77.0,-1.1274068351432578,4.015842335012636,0.9919486977587837,20.685669523975662,23.367537364320015,0.0,0.026937849956423905,-4.527488097350907
78.0,-1.1674526613742495,4.015970070219933,0.991849707831233,20.653439527392038,23.338636849594934,0.0,0.02815938126399589,-4.688454946477592
79.0,-1.2061368242538222,4.016103009342404,0.9917479074966952,20.621424462995833,23.309741241901293,0.0,0.029375585194558768,-4.843969729564466
80.0,-1.2429822012411438,4.016240771619326,0.9916432309721548,20.58961868421801,23.280852629732863,0.0,0.03057430521873527,-4.992115795021819
81.0,-1.2775543201586694,4.0163829364840815,0.991535640879741,20.55801669367986,23.25197231231965,0.0,0.031743769843581196,-5.131147371916801
82.0,-1.3074677018621805,4.016526796712364,0.9914251282467269,20.52661314319289,23.223100799628128,0.0,0.03281962078166972,-5.251479060365381
83.0,-1.332403533614134,4.016671886340058,0.99131171250553,20.495402833759044,23.194237812360996,0.0,0.033789985230189876,-5.3518278147280425
84.0,-1.352114144442095,4.016817731706971,0.9911954414937119,20.46438071557037,23.165382281957477,0.0,0.03464426101034417,-5.431196070686807
85.0,-1.3664259165853117,4.016963854738035,0.9910763914539785,20.433541888009415,23.13653235059286,0.0,0.03537330074598118,-5.4888835171004855
86.0,-1.3796008309645909,4.017114688405049,0.99095466703418,20.402881599648765,23.10768537117906,0.0,0.036090387221298086,-5.542014762203669
87.0,-1.3915488895555355,4.017269673126695,0.9908304012873106,20.3723952059143,23.078838677275883,0.0,0.03679153936874772,-5.590227152684581
88.0,-1.4021884750027969,4.017428170893824,0.9907037556715089,20.342077982099,23.04999677680786,0.0,0.03747266702591559,-5.633191480378887
89.0,-1.4114469081493728,4.01758946589779,0.9905749200500577,20.311925800595986,23.021161835843827,0.0,0.03812959721183673,-5.670614229854925
90.0,-1.419260944508944,4.017752765089975,0.990444112691384,20.28193470900942,22.99233454594571,0.0,0.038758103796486656,-5.702239584185019
91.0,-1.4255772062898464,4.017917198668679,0.9903115802690591,20.252100818359736,22.963515455592017,0.0,0.039353940356029196,-5.72785117518202
92.0,-1.430352547019511,4.018081820490052,0.9901775978617984,20.222420303083595,22.934704970177734,0.0,0.039912875908918746,-5.74727356607074
93.0,-1.4335543462786229,4.018245608400265,0.9900424689534615,20.19288940103428,22.905903352014548,0.0,0.040430733132662655,-5.760373456337189
94.0,-1.43516073253166,4.018407464486627,0.9899065254330525,20.163504413481178,22.877110720330734,0.0,0.04090342856996393,-5.767060600343318
95.0,-1.43516073253166,4.018566215245978,0.9897701275947195,20.134261705110305,22.8483270512711,0.0,0.04132701424762224,-5.767288433199399
96.0,-1.433554346278623,4.0187206116691625,0.9896336641377547,20.10515770402384,22.819552177897037,0.0,0.041697720053623676,-5.761054399337815
97.0,-1.4303525470195113,4.018869329241022,0.9894975521665949,20.076188901740466,22.790785790186646,0.0,0.04201199614889128,-5.7483999812184905
98.0,-1.4255772062898466,4.019010967855928,0.9893622371908207,20.047351853195153,22.762027435034497,0.0,0.04226655463159888,-5.729410427604306
99.0,-1.4192609445089441,4.019144051649397,0.9892281931251574,20.018643176739317,22.733276516251806,0.0,0.042458409624903846,-5.704214182861427
100.0,-1.4114469081493728,4.019267028746961,0.9890959222894741,19.990059554140657,22.704532294566377,0.0,0.042584914924861834,-5.672982020751615
101.0,-1.402188475002797,4.019378750785025,0.9889658757772797,19.961597730583264,22.67579388762266,0.0,0.042644582827556954,-5.635926561021901
102.0,-1.3915488895555357,4.019480215767411,0.9888379982885808,19.933254514667738,22.64706026998158,0.0,0.04264014370618126,-5.5933032308415855
103.0,-1.379600830964591,4.019572181854931,0.988712096624158,19.905026778410843,22.618330273120705,0.0,0.04257459922800916,-5.5454051222092176
104.0,-1.3664259165853117,4.0196553109471305,0.9885879928343484,19.876911437649085,22.589601992771463,0.0,0.04245118862810145,-5.4925611926179485
105.0,-1.3521141444420952,4.019730247901502,0.9884655177584659,19.84890552638973,22.56087331283095,0.0,0.04227348384856049,-5.435134125029351
106.0,-1.336763278450626,4.019797619840638,0.988344511024802,19.821006305022195,22.53214497331544,0.0,0.042045360858117456,-5.3735178450061944
107.0,-1.320478180591199,4.0198580353995865,0.9882248210506258,19.793211117659155,22.50341797992968,0.0,0.04177096932976339,-5.308134824819358
108.0,-1.303370094595066,4.019912083918562,0.9881063050421832,19.765517385139276,22.474693449212168,0.0,0.04145470102277097,-5.239433193080784
109.0,-1.2855558860369518,4.019960334586537,0.987988828994698,19.737922605027336,22.44597260853493,0.0,0.04110115719904856,-5.167883669762797
110.0,-1.2691567518040172,4.020005588986812,0.9878722676923708,19.71042435161405,22.417256796104027,0.0,0.04078222167872396,-5.102017235552497
111.0,-1.2542847146115763,4.020048357876328,0.9877565047083801,19.683020275916135,22.388547460958932,0.0,0.040503177835034855,-5.042285207283646
112.0,-1.241041365553701,4.020089113768529,0.9876414324048812,19.655708105676297,22.359846162973042,0.0,0.04026891478858931,-4.989096883398863
113.0,-1.2295171701330356,4.020128290151252,0.9875269519330073,19.628485645363355,22.331154572853393,0.0,0.040083905108642834,-4.942816758878527
114.0,-1.2197908502896841,4.0201662807902805,0.9874129732328686,19.601350776172012,22.302474472140773,0.0,0.039952184875251345,-4.903762045951093
115.0,-1.2119288466505351,4.020203439123289,0.9872994150335526,19.574301456023136,22.273807753209553,0.0,0.03987733596523279,-4.872200517277203
116.0,-1.2059848646724105,4.020240077748358,0.9871862048531244,19.54733571956342,22.245156419268028,0.0,0.0398624704304542,-4.848348686113955
117.0,-1.2019995077793393,4.020276468010511,0.9870732789986262,19.52045167816567,22.216522584358074,0.0,0.03991021684898655,-4.8323703356854955
118.0,-1.2000000000000002,4.020312839689129,0.9869605825660777,19.493647519928743,22.187908473355265,0.0,0.04002270854765762,-4.824375407626955
119.0,-1.2000000000000002,4.0203493807883675,0.9868480694404759,19.466921509677434,22.159316421969038,0.0,0.040201573617466305,-4.824419256946042
120.0,-1.2000000000000002,4.020383983986736,0.9867357022957951,19.440271988962593,22.130748876742416,0.0,0.040377938029126176,-4.824460780784085
121.0,-1.2000000000000002,4.020416768920947,0.9866234525949871,19.41369737606101,22.102208395052173,0.0,0.04055197959114914,-4.824500122705137
122.0,-1.2000000000000002,4.020447828740652,0.9865113005899808,19.38719616597558,22.07369764510878,0.0,0.04072383378080194,-4.824537394488783
123.0,-1.2000000000000002,4.020477230108435,0.9863992353216828,19.36076683038027,22.045217553327575,0.0,0.040893593744099205,-4.824572676130122
124.0,-1.2000000000000002,4.020505013199823,0.9862872546199767,19.334407646489467,22.01676068167967,0.0,0.04106131029581146,-4.824606015839787
125.0,-1.2000000000000002,4.0205311917032756,0.9861753651037236,19.308117733929294,21.988329195939855,0.0,0.041226991919458736,-4.824637430043931
126.0,-1.2000000000000002,4.02055575282019,0.986063582180762,19.281896306914803,21.959926499537914,0.0,0.04139060476731054,-4.824666903384228
127.0,-1.2000000000000002,4.0205786572649025,0.9859519300479074,19.25574255408577,21.931555403708444,0.0,0.041552072660390675,-4.824694388717884
128.0,-1.2000000000000002,4.020599839264685,0.9858404416909533,19.229655638506586,21.90321812749073,0.0,0.04171127708847458,-4.8247198071176225
129.0,-1.2000000000000002,4.020619206559745,0.9857291588846698,19.203634697666644,21.874916297728646,0.0,0.04186805721008718,-4.824743047871695
130.0,-1.2000000000000002,4.0206366404032305,0.985618132192805,19.177678843479782,21.84665094907075,0.0,0.04202220985250716,-4.824763968483877
131.0,-1.2000000000000002,4.020651995561224,0.9855074209680841,19.151787162284904,21.818422523970412,0.0,0.042173489511763765,-4.824782394673469
132.0,-1.2000000000000002,4.020665100312743,0.9853970933522093,19.125958714845353,21.79023087268547,0.0,0.04232160835263735,-4.824798120375292
133.0,-1.2000000000000002,4.020675756449747,0.9852872262758606,19.10019253634954,21.762075253278567,0.0,0.0424662362086604,-4.824810907739697
134.0,-1.2000000000000002,4.020683739277129,0.9851779054586953,19.074487636410367,21.733954331617156,0.0,0.04260700058211705,-4.8248204871325555
135.0,-1.2000000000000002,4.020688797612721,0.9850692254093478,19.048842999065585,21.70586618137304,0.0,0.04274348664404358,-4.824826557135266
136.0,-1.2000000000000002,4.020690653787288,0.9849612894254302,19.023257582777774,21.677808284023,0.0,0.04287523723422631,-4.824828784544747
137.0,-1.2000000000000002,4.020689003644537,0.9848542095935314,18.99773032043413,21.649777528848404,0.0,0.04300175286120319,-4.824826804373445
138.0,-1.2000000000000002,4.02068351654111,0.9847481067892183,18.972260119346686,21.62177021293519,0.0,0.04312249170226697,-4.824820219849333
139.0,-1.1928027514515782,4.020665724047471,0.9846431106770347,18.9468458612522,21.593782041174165,0.0,0.04296787234272955,-4.795861138310875
140.0,-1.1784926355134577,4.020635337643703,0.9845393597105019,18.921486402312212,21.565808126260663,0.0,0.04253884416593008,-4.738289135498269
141.0,-1.1572374252111488,4.020592136305456,0.9844370011321185,18.89618057311293,21.537842988694763,0.0,0.041840075536151385,-4.652779691642318
142.0,-1.1292863184516224,4.020535964287164,0.9843361909733604,18.870927178665397,21.50988055678124,0.0,0.04087990873432496,-4.540336257312195
143.0,-1.0949670164056935,4.02046672782937,0.9842370940546811,18.845724998405387,21.48191416662945,0.0,0.039670253999739016,-4.402278457529687
144.0,-1.0546818815114132,4.020384390828808,0.9841398839855111,18.820572762908,21.45393534959112,0.0,0.03822642467193901,-4.240226573718444
145.0,-1.0089032201423667,4.020288028015899,0.9840450704692977,18.795468575354732,21.425921602423216,0.0,0.03656563657624593,-4.056081537365046
146.0,-0.9581677452472771,4.020164957106212,0.98395729662075,18.77041020888305,21.39786968965842,0.0,0.03469301240803148,-3.851992392472576
147.0,-0.9030702838814022,4.020014192226018,0.9838772072482863,18.745395631568158,21.369783612543188,0.0,0.03263423728245539,-3.630355357780816
148.0,-0.8442568034031674,4.019839563056339,0.9838037946376186,18.72042297613575,21.34166771222266,0.0,0.030423442653362946,-3.39377689969953
149.0,-0.7896140866459243,4.019652914858248,0.9837360968858954,18.695490539961668,21.31352666974078,0.0,0.028360425418464466,-3.173974564999422
150.0,-0.7397827695033385,4.019457781666223,0.983673197901701,18.670596785072007,21.28536550604025,0.0,0.026472818482840388,-2.9735256096227842
151.0,-0.6953470786076998,4.019257489122514,0.9836142274050567,18.645740338143185,21.257189581962336,0.0,0.024784437907281475,-2.794778953233459
152.0,-0.6568279818068196,4.019055146757729,0.9835583609274193,18.620919990501932,21.229004598247286,0.0,0.023315282197549615,-2.6398278808151905
153.0,-0.624677080292342,4.018853641107264,0.9835048198116825,18.59613469812507,21.200816595533865,0.0,0.022081598478698075,-2.510485758649134
154.0,-0.5992713139886751,4.018655629744274,0.9834528712121755,18.571383581639907,21.17263195435976,0.0,0.021096003361555066,-2.4082650397048377
155.0,-0.5809085422770153,4.018463536299147,0.9834018280946646,18.54666592632384,21.144457395161226,0.0,0.02036764580280639,-2.334359795064877
156.0,-0.5698040518664397,4.018279546523886,0.9833510492363516,18.52198118210464,21.116299978273332,0.0,0.01990239928004162,-2.28963196714135
157.0,-0.5660880327540798,4.0181056054475,0.9832999392258752,18.497328963560335,21.088167103929948,0.0,0.01970307112009329,-2.274601497585916
158.0,-0.5698040518664397,4.01794341565581,0.9832479484633099,18.47270904991916,21.06006651226363,0.0,0.019769617787684074,-2.289440438410763
159.0,-0.5809085422770153,4.017794436715791,0.9831945731601666,18.448121385059665,21.03200628330552,0.0,0.02009935630107984,-2.3339711094012716
160.0,-0.5992713139886751,4.017659885751229,0.9831393553393925,18.423566077510714,21.003994836985783,0.0,0.020687163619485582,-2.407668318893729
161.0,-0.624677080292342,4.017540739162918,0.9830818828353708,18.39904340045132,20.976040933133106,0.0,0.021525657760903674,-2.5096656188958293
162.0,-0.6568279818068196,4.0174377354732655,0.9830217892939215,18.37455379171081,20.948153671474984,0.0,0.02260535647094879,-2.6387655198254643
163.0,-0.6953470786076998,4.01735137926191,0.9829587541723003,18.35009785376883,20.920342491637598,0.0,0.02391481138170822,-2.793453545310383
164.0,-0.7397827695033387,4.017281946146256,0.9828925027391994,18.325676353755284,20.892617173145993,0.0,0.02544071768534855,-2.9719159639958397
165.0,-0.7896140866459243,4.017229488748487,0.9828228060747473,18.301290251219086,20.86498806285988,0.0,0.027168001313939188,-3.17206099360521
166.0,-0.8442568034031674,4.017193843579151,0.9827494810705085,18.27694184516207,20.837471371592073,0.0,0.029079887386804053,-3.391543233031018
167.0,-0.9030702838814022,4.017174638756565,0.9826723904294842,18.25263271454662,20.81006541620411,0.0,0.031157955191280805,-3.6277910414230603
168.0,-0.9581677452472771,4.017163191172453,0.9825914426661114,18.228363645231923,20.782761045802317,0.0,0.033125534315574585,-3.8491161971760657
169.0,-1.0089032201423667,4.017158833298587,0.9825065921062636,18.204135344244605,20.755549711172193,0.0,0.03496075772408186,-4.052924482738297
170.0,-1.0546818815114132,4.01716081042287,0.9824178388872503,18.1799484397784,20.728423464778245,0.0,0.03664278258848143,-4.236826721870706
171.0,-1.0949670164056937,4.0171682885088105,0.9823252289578177,18.15580348119437,20.701374960764383,0.0,0.03815200095899329,-4.398666775268059
172.0,-1.1292863184516226,4.017180361287139,0.9822288540781479,18.13170093902073,20.674397454953578,0.0,0.03947025890037352,-4.536546820754112
173.0,-1.1572374252111488,4.017196056496403,0.9821288518198593,18.10764120495304,20.647484804847977,0.0,0.04058108164923293,-4.648849620988279
174.0,-1.1784926355134577,4.017214341199413,0.9820254055660067,18.08362459185406,20.620631469629018,0.0,0.04146990149552302,-4.734257516382555
175.0,-1.1928027514515782,4.017234126113163,0.9819187445110811,18.059651333753834,20.5938325101572,0.0,0.042124284343521785,-4.7917679188529565
